,회사,Date,지표,lag_0,lag_0_reverse,corr,index,영문명,구분,단위
392,accenture,2014-02-01,EBITDA2증가율,0.265533576,0.859219932,0.126179836,3,,성장성,YoY_연도
393,accenture,2014-02-01,EPS,0.336254149,1.6452E-07,0.850035525,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
394,accenture,2014-02-01,EPS증가율,0.024004933,0.159512289,-0.163919751,1,,성장성,YoY_비율
395,accenture,2014-02-01,Free Cash Flow2,0.202560319,0.147650267,0.189837832,3,CF_Free Cash Flow,수익성,천원
396,accenture,2014-02-01,ROA,0.70216866,0.559280221,0.493377652,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
407,accenture,2014-02-01,매출총이익률,0.398822353,0.759635073,-0.171764917,3,Gross Profit Margin - %,수익성,비율
397,accenture,2014-02-01,ROE,0.456684464,0.772768178,0.242387037,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
398,accenture,2014-02-01,ROIC,0.43358554,0.141334827,0.588981121,3,"Return on Invested Capital - %, TTM",수익성,%
399,accenture,2014-02-01,target,0.99185085,0.068561118,-0.289361036,3,,,
400,accenture,2014-02-01,당기순이익,0.202371887,1.41316E-05,0.88881263,2,IS_Net Income,수익성,천원
401,accenture,2014-02-01,매입채무회전율,0.532075119,0.036983514,0.522240629,2,매입채무회전율,활동성,비율
402,accenture,2014-02-01,매출액,0.11916509,0.037592793,0.919017047,2,IS_Revenue,성장성,천원
403,accenture,2014-02-01,매출액증가율,0.592291464,0.517308129,-0.217881398,3,,성장성,YoY_연도
404,accenture,2014-02-01,매출원가,0.12519959,0.03120484,0.902810393,2,IS_Cost of Revenue,성장성,천원
405,accenture,2014-02-01,매출채권회전율,0.484205526,0.376490745,0.127807682,3,매출채권회전율,활동성,비율
461,accenture,2014-05-01,운전자본증감,0.036093817,0.000206108,-0.675309031,0,CF_Changes in Working Capital,안정성,천원
460,accenture,2014-05-01,영업이익증가율,0.861251835,0.687195487,0.147702595,3,,성장성,YoY_연도
459,accenture,2014-05-01,영업이익률,0.82527727,0.00111612,0.331848236,2,Operating Margin - %,수익성,비율
458,accenture,2014-05-01,영업이익,0.572556278,8.68843E-10,0.801852126,2,IS_Operating Income,수익성,천원
457,accenture,2014-05-01,순이익증가율,0.02512654,0.163053349,-0.161524499,1,,성장성,YoY_연도
455,accenture,2014-05-01,순부채,0.220831867,0.986697813,-0.826029498,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
454,accenture,2014-05-01,비유동자산,0.365213479,0.014221704,0.941713392,2,,안정성,천원
462,accenture,2014-05-01,유동비율,0.193627427,0.464564063,0.481674873,3,Current Ratio,안정성,비율
456,accenture,2014-05-01,순이익률,0.849598141,4.78703E-07,0.689535203,2,Net Margin - %,수익성,비율
463,accenture,2014-05-01,유동자산,0.105249743,0.686677408,0.911586032,3,BS_Total Current Assets,안정성,천원
468,accenture,2014-05-01,자본,0.007457464,0.004229807,0.960638773,0,BS_Common Stock,안정성,천원
465,accenture,2014-05-01,이자발생부채,0.656894206,0.974354624,-0.499656611,3,,안정성,천원
466,accenture,2014-05-01,이자보상율,0.454074581,0.231719045,0.327745494,3,이자보상율,안정성,배
467,accenture,2014-05-01,자기자본비율,0.173267361,0.012135791,0.868971593,2,자기자본비율,안정성,비율
453,accenture,2014-05-01,비유동비율,0.988690364,0.391958342,-0.502829393,3,,안정성,비율
469,accenture,2014-05-01,자산총계,0.109706835,0.38735015,0.938339276,3,BS_Total Assets,안정성,천원
470,accenture,2014-05-01,재고자산회전율,0.177053033,0.248121876,-0.75864391,3,,활동성,비율
471,accenture,2014-05-01,총자산회전율,0.050794434,0.578240705,0.093963081,3,"Asset Turnover, TTM",활동성,비율
472,accenture,2014-05-01,현금배당성향,0.998536317,1.46815E-05,0.401742543,2,Dividend Payout Ratio - %,수익성,%
464,accenture,2014-05-01,이익잉여금,0.005607889,0.37099936,0.972507847,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
452,accenture,2014-05-01,부채총계,0.363382476,0.566706281,0.902041759,3,BS_Total Liabilities,안정성,천원
451,accenture,2014-05-01,부채비율,0.880766879,0.159509731,-0.577288092,3,부채비율,안정성,비율
450,accenture,2014-05-01,매출총이익률,0.396967361,0.858512748,-0.160250572,3,Gross Profit Margin - %,수익성,비율
430,accenture,2014-05-01,BPS,0.168511465,0.426539646,-0.348796535,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
431,accenture,2014-05-01,BPS증가율,0.609589286,0.995031228,0.169101946,3,,성장성,YoY_비율
432,accenture,2014-05-01,CAPEX,0.15240114,0.043016691,-0.144724494,2,Capital Expenditures - Net - Cash Flow,성장성,천원
433,accenture,2014-05-01,EBITDA2,0.657824823,9.97688E-08,0.841560665,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
434,accenture,2014-05-01,EBITDA2마진율,0.998373887,0.001791502,0.335419151,2,EBITDA Margin - %,수익성,비율
435,accenture,2014-05-01,EBITDA2증가율,0.226014262,0.753125376,0.140450137,3,,성장성,YoY_연도
436,accenture,2014-05-01,EPS,0.52318691,3.57855E-08,0.858876505,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
438,accenture,2014-05-01,Free Cash Flow2,0.125921337,0.120303449,0.202954738,3,CF_Free Cash Flow,수익성,천원
439,accenture,2014-05-01,ROA,0.804908311,0.578761387,0.489848075,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
440,accenture,2014-05-01,ROE,0.353149192,0.706225647,0.216622897,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
437,accenture,2014-05-01,EPS증가율,0.024859532,0.164251012,-0.158609061,1,,성장성,YoY_비율
442,accenture,2014-05-01,target,0.856138141,0.038348281,-0.346633462,2,,,
449,accenture,2014-05-01,매출총이익,0.522119497,0.000960518,0.92256797,2,IS_Gross Profit,수익성,천원
441,accenture,2014-05-01,ROIC,0.61219879,0.161134522,0.573268182,3,"Return on Invested Capital - %, TTM",수익성,%
447,accenture,2014-05-01,매출원가,0.228336993,0.014024522,0.908020107,2,IS_Cost of Revenue,성장성,천원
446,accenture,2014-05-01,매출액증가율,0.530570552,0.514889673,-0.215365885,3,,성장성,YoY_연도
448,accenture,2014-05-01,매출채권회전율,0.455825269,0.370077091,0.128306318,3,매출채권회전율,활동성,비율
445,accenture,2014-05-01,매출액,0.252454777,0.011852202,0.923833135,2,IS_Revenue,성장성,천원
444,accenture,2014-05-01,매입채무회전율,0.586565279,0.024051957,0.538772053,2,매입채무회전율,활동성,비율
443,accenture,2014-05-01,당기순이익,0.396620108,3.64096E-06,0.895095134,2,IS_Net Income,수익성,천원
504,accenture,2014-11-01,운전자본증감,0.055695706,0.001204312,-0.624065369,2,CF_Changes in Working Capital,안정성,천원
498,accenture,2014-11-01,순부채,0.095718586,0.687653242,-0.811978567,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
499,accenture,2014-11-01,순이익률,0.712648136,3.28734E-07,0.693661595,2,Net Margin - %,수익성,비율
500,accenture,2014-11-01,순이익증가율,0.024146414,0.160556592,-0.162341454,1,,성장성,YoY_연도
501,accenture,2014-11-01,영업이익,0.502057668,3.50407E-10,0.812353625,2,IS_Operating Income,수익성,천원
502,accenture,2014-11-01,영업이익률,0.783059426,0.000591671,0.337262437,2,Operating Margin - %,수익성,비율
503,accenture,2014-11-01,영업이익증가율,0.881215292,0.657723671,0.143496539,3,,성장성,YoY_연도
497,accenture,2014-11-01,비유동자산,0.407942176,0.013147423,0.947344462,2,,안정성,천원
505,accenture,2014-11-01,유동비율,0.156085851,0.571892111,0.467023129,3,Current Ratio,안정성,비율
515,accenture,2014-11-01,현금배당성향,0.850972059,3.263E-06,0.45134447,2,Dividend Payout Ratio - %,수익성,%
507,accenture,2014-11-01,이익잉여금,0.003590342,0.334011311,0.975150039,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
508,accenture,2014-11-01,이자발생부채,0.865872623,0.981986941,-0.480822787,3,,안정성,천원
509,accenture,2014-11-01,이자보상율,0.60142863,0.271830215,0.306365412,3,이자보상율,안정성,배
510,accenture,2014-11-01,자기자본비율,0.141677117,0.018834795,0.872650572,2,자기자본비율,안정성,비율
511,accenture,2014-11-01,자본,0.00487059,0.005531279,0.962968753,0,BS_Common Stock,안정성,천원
512,accenture,2014-11-01,자산총계,0.055777046,0.304261878,0.940699326,3,BS_Total Assets,안정성,천원
513,accenture,2014-11-01,재고자산회전율,0.082559858,0.192698733,-0.742560923,3,,활동성,비율
514,accenture,2014-11-01,총자산회전율,0.065170265,0.590280343,0.091389357,3,"Asset Turnover, TTM",활동성,비율
496,accenture,2014-11-01,비유동비율,0.857753236,0.411662221,-0.497240656,3,,안정성,비율
506,accenture,2014-11-01,유동자산,0.04610626,0.519803528,0.909615994,1,BS_Total Current Assets,안정성,천원
495,accenture,2014-11-01,부채총계,0.198438365,0.31352873,0.904884503,3,BS_Total Liabilities,안정성,천원
478,accenture,2014-11-01,EBITDA2증가율,0.226494754,0.785163455,0.135761012,3,,성장성,YoY_연도
493,accenture,2014-11-01,매출총이익률,0.355910184,0.854372269,-0.154268058,3,Gross Profit Margin - %,수익성,비율
473,accenture,2014-11-01,BPS,0.212080013,0.439380317,-0.34642638,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
494,accenture,2014-11-01,부채비율,0.994422898,0.159013371,-0.578475299,3,부채비율,안정성,비율
474,accenture,2014-11-01,BPS증가율,0.567521044,0.941918609,0.169272923,3,,성장성,YoY_비율
475,accenture,2014-11-01,CAPEX,0.160889069,0.119753349,-0.085850357,3,Capital Expenditures - Net - Cash Flow,성장성,천원
476,accenture,2014-11-01,EBITDA2,0.586559,5.05344E-08,0.851739908,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
477,accenture,2014-11-01,EBITDA2마진율,0.968465437,0.000810673,0.344461776,2,EBITDA Margin - %,수익성,비율
480,accenture,2014-11-01,EPS증가율,0.023793301,0.162528395,-0.159296386,1,,성장성,YoY_비율
481,accenture,2014-11-01,Free Cash Flow2,0.133856351,0.158979823,0.179791343,3,CF_Free Cash Flow,수익성,천원
482,accenture,2014-11-01,ROA,0.68427995,0.555073438,0.487527596,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
479,accenture,2014-11-01,EPS,0.42523177,1.87931E-08,0.866696932,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
484,accenture,2014-11-01,ROIC,0.446786157,0.149717032,0.564425028,3,"Return on Invested Capital - %, TTM",수익성,%
492,accenture,2014-11-01,매출총이익,0.397015898,0.000983762,0.926940145,2,IS_Gross Profit,수익성,천원
483,accenture,2014-11-01,ROE,0.473154969,0.748754794,0.202089823,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
490,accenture,2014-11-01,매출원가,0.154105827,0.013126209,0.912570715,2,IS_Cost of Revenue,성장성,천원
489,accenture,2014-11-01,매출액증가율,0.589901459,0.420120842,-0.225657001,3,,성장성,YoY_연도
488,accenture,2014-11-01,매출액,0.168449408,0.012156025,0.92771011,2,IS_Revenue,성장성,천원
491,accenture,2014-11-01,매출채권회전율,0.487376487,0.386275099,0.122671373,3,매출채권회전율,활동성,비율
486,accenture,2014-11-01,당기순이익,0.291864613,2.70266E-06,0.900275564,2,IS_Net Income,수익성,천원
485,accenture,2014-11-01,target,0.963112194,0.020137775,-0.411021974,2,,,
487,accenture,2014-11-01,매입채무회전율,0.557626975,0.015276231,0.558956683,2,매입채무회전율,활동성,비율
540,accenture,2015-02-01,비유동자산,0.361294868,0.015224706,0.952390272,2,,안정성,천원
547,accenture,2015-02-01,운전자본증감,0.096479001,0.000364218,-0.633545947,2,CF_Changes in Working Capital,안정성,천원
541,accenture,2015-02-01,순부채,0.136973005,0.988660211,-0.785149841,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
542,accenture,2015-02-01,순이익률,0.749045633,9.94563E-07,0.684102026,2,Net Margin - %,수익성,비율
543,accenture,2015-02-01,순이익증가율,0.023169803,0.145057167,-0.16815843,1,,성장성,YoY_연도
544,accenture,2015-02-01,영업이익,0.512086036,1.37881E-09,0.808193109,2,IS_Operating Income,수익성,천원
545,accenture,2015-02-01,영업이익률,0.794019346,0.000664884,0.331404022,2,Operating Margin - %,수익성,비율
546,accenture,2015-02-01,영업이익증가율,0.86496674,0.581764708,0.133428737,3,,성장성,YoY_연도
548,accenture,2015-02-01,유동비율,0.175683531,0.452396857,0.465829356,3,Current Ratio,안정성,비율
558,accenture,2015-02-01,현금배당성향,0.915724559,6.95567E-06,0.398070575,2,Dividend Payout Ratio - %,수익성,%
550,accenture,2015-02-01,이익잉여금,0.002877105,0.311821612,0.977674978,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
551,accenture,2015-02-01,이자발생부채,0.802646308,0.93945194,-0.460638283,3,,안정성,천원
552,accenture,2015-02-01,이자보상율,0.555832161,0.317267478,0.28432874,3,이자보상율,안정성,배
553,accenture,2015-02-01,자기자본비율,0.158093612,0.005588325,0.8826404,2,자기자본비율,안정성,비율
554,accenture,2015-02-01,자본,0.00539878,0.002569935,0.965986387,0,BS_Common Stock,안정성,천원
555,accenture,2015-02-01,자산총계,0.065087108,0.590009682,0.938110939,3,BS_Total Assets,안정성,천원
556,accenture,2015-02-01,재고자산회전율,0.112476275,0.262395405,-0.718938285,3,,활동성,비율
557,accenture,2015-02-01,총자산회전율,0.060326473,0.632696566,0.094325269,3,"Asset Turnover, TTM",활동성,비율
539,accenture,2015-02-01,비유동비율,0.900285037,0.369437552,-0.494467209,3,,안정성,비율
549,accenture,2015-02-01,유동자산,0.063972847,0.873788637,0.899822779,3,BS_Total Current Assets,안정성,천원
538,accenture,2015-02-01,부채총계,0.223952445,0.838486187,0.894115283,3,BS_Total Liabilities,안정성,천원
521,accenture,2015-02-01,EBITDA2증가율,0.213925612,0.882831949,0.117454025,3,,성장성,YoY_연도
536,accenture,2015-02-01,매출총이익률,0.362211085,0.638704726,-0.182264251,3,Gross Profit Margin - %,수익성,비율
516,accenture,2015-02-01,BPS,0.195479349,0.423010751,-0.345611076,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
517,accenture,2015-02-01,BPS증가율,0.571872077,0.983767192,0.163992771,3,,성장성,YoY_비율
518,accenture,2015-02-01,CAPEX,0.13511657,0.201763263,-0.063260293,3,Capital Expenditures - Net - Cash Flow,성장성,천원
519,accenture,2015-02-01,EBITDA2,0.592713285,2.08636E-07,0.848047693,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
520,accenture,2015-02-01,EBITDA2마진율,0.976881107,0.000890048,0.338865471,2,EBITDA Margin - %,수익성,비율
522,accenture,2015-02-01,EPS,0.438989283,1.23214E-07,0.860707445,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
523,accenture,2015-02-01,EPS증가율,0.022823671,0.145814545,-0.165597093,1,,성장성,YoY_비율
524,accenture,2015-02-01,Free Cash Flow2,0.117860423,0.187472375,0.166957195,3,CF_Free Cash Flow,수익성,천원
525,accenture,2015-02-01,ROA,0.716416618,0.510048447,0.487483288,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
537,accenture,2015-02-01,부채비율,0.966936861,0.131080457,-0.581135155,3,부채비율,안정성,비율
527,accenture,2015-02-01,ROIC,0.48827683,0.185516605,0.546938144,3,"Return on Invested Capital - %, TTM",수익성,%
528,accenture,2015-02-01,target,0.943059173,0.018065204,-0.467304583,2,,,
529,accenture,2015-02-01,당기순이익,0.310613735,2.105E-05,0.892095688,2,IS_Net Income,수익성,천원
530,accenture,2015-02-01,매입채무회전율,0.549955247,0.017598824,0.563541629,2,매입채무회전율,활동성,비율
531,accenture,2015-02-01,매출액,0.182886899,0.046161248,0.925139947,2,IS_Revenue,성장성,천원
532,accenture,2015-02-01,매출액증가율,0.585305748,0.54120138,-0.206062729,3,,성장성,YoY_연도
533,accenture,2015-02-01,매출원가,0.166107986,0.025747497,0.913106555,2,IS_Cost of Revenue,성장성,천원
534,accenture,2015-02-01,매출채권회전율,0.470122756,0.405990423,0.116528948,3,매출채권회전율,활동성,비율
535,accenture,2015-02-01,매출총이익,0.420828451,0.007386516,0.91755178,2,IS_Gross Profit,수익성,천원
526,accenture,2015-02-01,ROE,0.443777827,0.644252155,0.177779902,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
588,accenture,2015-05-01,영업이익률,0.841942407,0.000507028,0.330742861,2,Operating Margin - %,수익성,비율
587,accenture,2015-05-01,영업이익,0.627762935,9.65997E-10,0.810444281,2,IS_Operating Income,수익성,천원
586,accenture,2015-05-01,순이익증가율,0.022266748,0.149396298,-0.163089602,1,,성장성,YoY_연도
582,accenture,2015-05-01,비유동비율,0.964129684,0.390511861,-0.487235863,3,,안정성,비율
584,accenture,2015-05-01,순부채,0.254248389,0.982663304,-0.754973909,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
583,accenture,2015-05-01,비유동자산,0.341190217,0.012998678,0.956915057,2,,안정성,천원
589,accenture,2015-05-01,영업이익증가율,0.82795989,0.618500621,0.132705754,3,,성장성,YoY_연도
585,accenture,2015-05-01,순이익률,0.868116342,9.4747E-07,0.680696924,2,Net Margin - %,수익성,비율
590,accenture,2015-05-01,운전자본증감,0.104115696,0.000856956,-0.61319035,2,CF_Changes in Working Capital,안정성,천원
595,accenture,2015-05-01,이자보상율,0.487621321,0.368196766,0.261668397,3,이자보상율,안정성,배
592,accenture,2015-05-01,유동자산,0.132920684,0.877478113,0.88772244,3,BS_Total Current Assets,안정성,천원
593,accenture,2015-05-01,이익잉여금,0.002213243,0.542140777,0.979121587,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
594,accenture,2015-05-01,이자발생부채,0.70211283,0.898490326,-0.439053934,3,,안정성,천원
596,accenture,2015-05-01,자기자본비율,0.155470862,0.008298198,0.887372505,2,자기자본비율,안정성,비율
597,accenture,2015-05-01,자본,0.005465915,0.005495948,0.966522924,0,BS_Common Stock,안정성,천원
598,accenture,2015-05-01,자산총계,0.116293179,0.556870652,0.934196432,3,BS_Total Assets,안정성,천원
599,accenture,2015-05-01,재고자산회전율,0.185936135,0.410786655,-0.682247888,3,,활동성,비율
600,accenture,2015-05-01,총자산회전율,0.057234912,0.602638782,0.091727958,3,"Asset Turnover, TTM",활동성,비율
581,accenture,2015-05-01,부채총계,0.379527743,0.611956456,0.885162746,3,BS_Total Liabilities,안정성,천원
591,accenture,2015-05-01,유동비율,0.196045505,0.659063925,0.440258034,3,Current Ratio,안정성,비율
601,accenture,2015-05-01,현금배당성향,0.75149236,6.88451E-07,0.458615592,2,Dividend Payout Ratio - %,수익성,%
580,accenture,2015-05-01,부채비율,0.906815103,0.128692432,-0.580477988,3,부채비율,안정성,비율
578,accenture,2015-05-01,매출총이익,0.656226955,0.001639173,0.917946226,2,IS_Gross Profit,수익성,천원
579,accenture,2015-05-01,매출총이익률,0.330262327,0.792018458,-0.171224789,3,Gross Profit Margin - %,수익성,비율
559,accenture,2015-05-01,BPS,0.174824954,0.45506722,-0.337576016,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
560,accenture,2015-05-01,BPS증가율,0.593732451,0.90143947,0.16424591,3,,성장성,YoY_비율
561,accenture,2015-05-01,CAPEX,0.115258891,0.144660357,-0.089813114,3,Capital Expenditures - Net - Cash Flow,성장성,천원
562,accenture,2015-05-01,EBITDA2,0.728256942,5.44709E-08,0.853871193,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
563,accenture,2015-05-01,EBITDA2마진율,0.972147989,0.000375701,0.346815969,2,EBITDA Margin - %,수익성,비율
565,accenture,2015-05-01,EPS,0.581371106,7.08551E-08,0.861887555,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
566,accenture,2015-05-01,EPS증가율,0.021827255,0.150722466,-0.159965201,1,,성장성,YoY_비율
567,accenture,2015-05-01,Free Cash Flow2,0.10200774,0.09459977,0.214477649,3,CF_Free Cash Flow,수익성,천원
564,accenture,2015-05-01,EBITDA2증가율,0.187401375,0.795501942,0.12656161,3,,성장성,YoY_연도
569,accenture,2015-05-01,ROE,0.389221106,0.570814407,0.149515911,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
568,accenture,2015-05-01,ROA,0.767437117,0.556206543,0.480174143,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
576,accenture,2015-05-01,매출원가,0.223040703,0.031406402,0.911652039,2,IS_Cost of Revenue,성장성,천원
575,accenture,2015-05-01,매출액증가율,0.527530927,0.367023191,-0.225045512,3,,성장성,YoY_연도
574,accenture,2015-05-01,매출액,0.27790698,0.027553364,0.923725697,2,IS_Revenue,성장성,천원
577,accenture,2015-05-01,매출채권회전율,0.446211762,0.413932785,0.113589875,3,매출채권회전율,활동성,비율
572,accenture,2015-05-01,당기순이익,0.469596552,1.35447E-05,0.890418464,2,IS_Net Income,수익성,천원
571,accenture,2015-05-01,target,0.818475667,0.022211046,-0.510191896,2,,,
570,accenture,2015-05-01,ROIC,0.584206868,0.222088762,0.52463404,3,"Return on Invested Capital - %, TTM",수익성,%
573,accenture,2015-05-01,매입채무회전율,0.590509415,0.024297093,0.554702324,2,매입채무회전율,활동성,비율
632,accenture,2015-08-01,영업이익증가율,0.808383214,0.582137089,0.126690673,3,,성장성,YoY_연도
625,accenture,2015-08-01,비유동비율,0.948407402,0.473238901,-0.473508001,3,,안정성,비율
626,accenture,2015-08-01,비유동자산,0.34258702,0.010047517,0.960464382,2,,안정성,천원
627,accenture,2015-08-01,순부채,0.437040036,0.760801203,-0.737808485,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
628,accenture,2015-08-01,순이익률,0.981193578,2.51E-06,0.670528066,2,Net Margin - %,수익성,비율
629,accenture,2015-08-01,순이익증가율,0.023829503,0.143895248,-0.165381896,1,,성장성,YoY_연도
630,accenture,2015-08-01,영업이익,0.730685032,1.92816E-09,0.809177777,2,IS_Operating Income,수익성,천원
631,accenture,2015-08-01,영업이익률,0.885068541,0.00054846,0.325631996,2,Operating Margin - %,수익성,비율
633,accenture,2015-08-01,운전자본증감,0.157921932,0.011715038,-0.532725677,2,CF_Changes in Working Capital,안정성,천원
624,accenture,2015-08-01,부채총계,0.579425905,0.342381116,0.88396148,3,BS_Total Liabilities,안정성,천원
635,accenture,2015-08-01,유동자산,0.266857412,0.847447035,0.873007594,3,BS_Total Current Assets,안정성,천원
636,accenture,2015-08-01,이익잉여금,0.0030475,0.455448837,0.980828368,1,BS_Retained Earnings (Accumulated Deficit),수익성,천원
637,accenture,2015-08-01,이자발생부채,0.595559807,0.88103719,-0.420877291,3,,안정성,천원
638,accenture,2015-08-01,이자보상율,0.41894113,0.41700458,0.241479452,3,이자보상율,안정성,배
639,accenture,2015-08-01,자기자본비율,0.190769646,0.010887429,0.889893677,2,자기자본비율,안정성,비율
640,accenture,2015-08-01,자본,0.010461198,0.005338468,0.967743039,0,BS_Common Stock,안정성,천원
641,accenture,2015-08-01,자산총계,0.218123494,0.322194341,0.934303823,3,BS_Total Assets,안정성,천원
642,accenture,2015-08-01,재고자산회전율,0.326962788,0.696766604,-0.630884488,3,,활동성,비율
643,accenture,2015-08-01,총자산회전율,0.052405774,0.535803337,0.081514439,3,"Asset Turnover, TTM",활동성,비율
634,accenture,2015-08-01,유동비율,0.260416659,0.751229705,0.362883199,3,Current Ratio,안정성,비율
644,accenture,2015-08-01,현금배당성향,0.890724986,1.3325E-06,0.403169986,2,Dividend Payout Ratio - %,수익성,%
623,accenture,2015-08-01,부채비율,0.824273006,0.124851495,-0.579640684,3,부채비율,안정성,비율
621,accenture,2015-08-01,매출총이익,0.809507007,0.002688413,0.917095086,2,IS_Gross Profit,수익성,천원
602,accenture,2015-08-01,BPS,0.147847609,0.529911078,-0.320302206,3,주가순자산비율_from_BPS,안정성,"지배, Adj._원/주"
603,accenture,2015-08-01,BPS증가율,0.608512363,0.767388057,0.167078404,3,,성장성,YoY_비율
604,accenture,2015-08-01,CAPEX,0.128711795,0.037637178,-0.169566857,2,Capital Expenditures - Net - Cash Flow,성장성,천원
605,accenture,2015-08-01,EBITDA2,0.810312624,1.23222E-07,0.853280724,2,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",수익성,천원
606,accenture,2015-08-01,EBITDA2마진율,0.947735249,0.000362922,0.343098003,2,EBITDA Margin - %,수익성,비율
607,accenture,2015-08-01,EBITDA2증가율,0.186042998,0.866113018,0.114873455,3,,성장성,YoY_연도
608,accenture,2015-08-01,EPS,0.700616256,2.51907E-07,0.857711986,2,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,수익성,"지배, Adj._원/주"
609,accenture,2015-08-01,EPS증가율,0.023441166,0.144918671,-0.162587671,1,,성장성,YoY_비율
610,accenture,2015-08-01,Free Cash Flow2,0.128648881,0.02285048,0.303890301,2,CF_Free Cash Flow,수익성,천원
622,accenture,2015-08-01,매출총이익률,0.357873764,0.752152384,-0.170963864,3,Gross Profit Margin - %,수익성,비율
612,accenture,2015-08-01,ROE,0.331494023,0.51023954,0.122089872,3,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM",수익성,지배_비율
613,accenture,2015-08-01,ROIC,0.711793165,0.254293422,0.503588744,3,"Return on Invested Capital - %, TTM",수익성,%
614,accenture,2015-08-01,target,0.740597399,0.070825341,-0.515760938,3,,,
615,accenture,2015-08-01,당기순이익,0.616415252,5.08173E-05,0.88394848,2,IS_Net Income,수익성,천원
616,accenture,2015-08-01,매입채무회전율,0.684428581,0.052049268,0.526856589,3,매입채무회전율,활동성,비율
617,accenture,2015-08-01,매출액,0.404102605,0.0328883,0.923028644,2,IS_Revenue,성장성,천원
618,accenture,2015-08-01,매출액증가율,0.539202817,0.15529043,-0.267544832,3,,성장성,YoY_연도
619,accenture,2015-08-01,매출원가,0.327316813,0.030530374,0.91170074,2,IS_Cost of Revenue,성장성,천원
620,accenture,2015-08-01,매출채권회전율,0.426659946,0.411930128,0.113100543,3,매출채권회전율,활동성,비율
611,accenture,2015-08-01,ROA,0.850622751,0.619042437,0.468120501,3,"Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",수익성,비율
675,accenture,2015-11-01,영업이익증가율,0.811939822,0.618641269,0.12627948,3,,성장성,YoY_연도
674,accenture,2015-11-01,영업이익률,0.874831675,0.000286324,0.329860462,2,Operating Margin - %,수익성,비율
673,accenture,2015-11-01,영업이익,0.710148268,8.34423E-10,0.814706359,2,IS_Operating Income,수익성,천원
669,accenture,2015-11-01,비유동자산,0.378568703,0.006667342,0.965214193,2,,안정성,천원
671,accenture,2015-11-01,순이익률,0.957147763,2.35525E-06,0.666679623,2,Net Margin - %,수익성,비율
670,accenture,2015-11-01,순부채,0.424530513,0.46470947,-0.681031367,3,BS_Net Debt Incl. Pref.Stock & Min.Interest,안정성,천원
676,accenture,2015-11-01,운전자본증감,0.16692764,0.010888875,-0.510500751,2,CF_Changes in Working Capital,안정성,천원
672,accenture,2015-11-01,순이익증가율,0.02241469,0.148577755,-0.161177974,1,,성장성,YoY_연도
