algo,input,학습기간,예측시점,opt,MAPE,RMSE,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12
ARIMAX,공급_large,12,1,pca_xlag,10.183553386904325,148.4595934104235,691.4226269076113,807.9999999999989,754.284757278291,805.9999999999991,927.9999999999964,1327.1025266326728,1437.0000000000002,941.0000000000019,1308.0000000000007,1115.259370316557,1016.9999999999998,1030.0000000000002
ARIMAX,공급_large,12,3,pca_xlag,24.735051356259,364.4798863195999,737.0000000000175,684.25,703.158720327087,937.9999999999966,804.3825300503563,861.999999999997,1077.9999999999893,1873.4393677342432,1801.0000000000007,627.0000000000058,1518.000000000002,1081.2380345004478
ARIMAX,공급_large,12,6,pca_xlag,39.084449521639215,655.2950307034073,712.8862842946346,694.1658972892064,629.0000000000027,809.0000000000352,697.375,727.5475047149245,1132.9999999999932,842.6023579272113,945.999999999994,1302.999999999979,2709.916486931637,2347.000000000001
ARIMAX,공급_large,12,12,pca_xlag,46.49970240070273,573.2822469863605,2266.7173038369124,578.0000000000954,646.8402946784892,1232.9999999999654,684.0000000000382,487.4978684821589,843.4846954540487,750.3856503193161,617.0000000000055,953.0000000000707,720.25,775.6094240656892
ARIMAX,공급_large,36,1,pca_xlag,7.684658327893411,120.43575342264297,661.4454364485655,775.6220718169939,769.3836244652568,798.4806857963812,883.1729021094513,1293.0000000000011,1437.000000000002,1133.316851808047,1162.210378756873,1072.710739518601,1060.8486499586218,985.7075185712318
ARIMAX,공급_large,36,3,pca_xlag,20.56984969771173,303.81066498349077,697.9788334926317,631.786780427116,661.8522713746414,832.4971276927419,808.1508733957705,839.4420573891435,977.4566421688875,1733.0000000000039,1801.0000000000057,1204.9856223244096,1221.348174549151,1025.4437438187251
ARIMAX,공급_large,36,6,pca_xlag,39.57179407332097,604.9916980704497,729.1781424607227,575.757562891464,635.5990096775522,710.9788172110992,586.065375382884,651.6298304021568,930.9412405758758,866.3017467915411,900.8841147782871,1105.4847632131941,2393.0000000000077,2347.000000000011
ARIMAX,공급_large,36,12,pca_xlag,37.08008680816021,459.0104028033761,567.0646782997608,568.5581339694165,607.9968252707885,682.8212559020151,835.1503540460944,319.97466133012307,760.9337920935104,462.7964029528109,587.1762502864024,753.0619252281405,508.22612063729986,628.8401120678791
ARIMAX,공급_large,60,1,pca_xlag,9.335624196684478,144.11138127824364,678.0,774.4205637334805,763.3124723703268,821.491286777571,873.4801080969655,1205.5099259028993,1428.684477426354,941.4240682422293,1247.4064144374984,1103.0,1060.0,1051.1108319326463
ARIMAX,공급_large,60,3,pca_xlag,22.0124155013792,297.888531858143,665.0,670.0,678.0,839.8605885981366,821.773969786911,873.4842300574824,919.328239444298,1470.529777708698,1776.0534322790622,627.4687070045696,1337.3293720170564,1103.0
ARIMAX,공급_large,60,6,pca_xlag,34.051701299388476,498.514189113405,675.6709453789217,643.0,641.0,665.0,670.0,678.0,942.5982915918046,892.2988467692902,966.6344920368412,961.6864484623488,1868.059555417396,2297.1068645581245
ARIMAX,공급_large,60,12,pca_xlag,34.38263835669875,390.0781063557135,603.9098687536061,590.0,596.0,645.0,648.0,638.0,660.4784758591036,643.0,641.0,665.0,670.0,678.0
ARIMAX,공급_large,120,1,pca_xlag,9.046517834273054,131.52493015002116,678.0,767.0270196461831,753.413393265159,783.7613593900696,876.1100310395143,1201.5227177620495,1404.567403282344,1001.9920444323225,1242.6568168037059,1103.0,1060.0,1045.0
ARIMAX,공급_large,120,3,pca_xlag,18.961797714290704,274.266048092056,665.0,676.1708011419646,678.0,836.2502804163472,752.7962795692332,795.2840781702087,887.385388424318,1352.867351466836,1749.649069051616,1031.6708628860724,1321.9704504111176,1103.0
ARIMAX,공급_large,120,6,pca_xlag,34.418317185713434,470.993206885244,648.1378966265358,644.4109678144927,610.0042855778851,665.0,682.3416022839292,678.0,934.5554598476955,767.9133861113644,812.5681563404172,911.7112119885061,1579.8843020240154,2254.3192885020508
ARIMAX,공급_large,120,12,pca_xlag,34.51027081453454,395.20063983496453,625.1000654253195,590.0,596.0,645.0,648.0,638.0,646.5022426178491,644.4113337855356,579.3419302324659,665.0,694.6832045678584,678.0
ARIMAX,전부 다,12,1,pca_xlag,9.629567744448547,142.74123539036265,685.664190770395,807.9999999999989,757.1788270113195,805.9999999999991,927.9999999999964,1292.9999999999955,1437.0000000000002,941.0000000000019,1262.9508426662712,1112.6168702500897,1016.9999999999998,1030.0000000000002
ARIMAX,전부 다,12,3,pca_xlag,22.65347733122557,330.5249266443649,689.8409435480371,708.1123569406473,698.7661029633059,937.9999999999966,811.8647246722438,861.999999999997,1077.9999999999893,1732.9999999999864,1801.0000000000007,627.0000000000058,1382.8525279988137,1045.9645642115122
ARIMAX,전부 다,12,6,pca_xlag,37.491619274753994,590.4124918828575,673.9317701109181,694.1658972892064,629.0000000000027,714.9118911496234,742.9322628191472,719.8354078622041,1132.9999999999932,859.7917806361891,945.999999999994,1302.999999999979,2392.9999999999727,2347.000000000001
